course_number|course_subject|course_name|course_desc|course_link
517|FTRA|Stage de formation du français à l’anglais I (A) (3 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
519|FTRA|Stage de formation du français à l’anglais II (A) (3 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
520|FTRA|Stage de formation (F) (6 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
521|FTRA|Stage de formation (A) (6 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
522|FTRA|Stage de formation de l’anglais au français I (F) (3 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
526|FTRA|Stage de formation de l’anglais au français II (F) (3 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
527|FTRA|Travaux dirigés (A) (3 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
528|FTRA|Travaux dirigés (F) (3 crédits)|FTRA 519 Stage de formation du français à l’anglais II (A) (3 crédits)FTRA 520 Stage de formation (F) (6 crédits)FTRA 521 Stage de formation (A) (6 crédits)FTRA 522 Stage de formation de l’anglais au français I (F) (3 crédits)FTRA 526 Stage de formation de l’anglais au français II (F) (3 crédits)FTRA 527 Travaux dirigés (A) (3 crédits)FTRA 528 Travaux dirigés (F) (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
547|FTRA|Traduction économique du français à l’anglais(A) (3 crédits)|Co-listé : FTRA 647. Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction du français à l’anglais. (A)N.B. : Les étudiantes et étudiants qui ont suivi FTRA 647 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
548|FTRA|Traduction économique de l’anglais au français (F) (3 crédits)|Co-listé : FTRA 648. Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction de l’anglais au français. (F)N.B. : Les étudiantes et étudiants qui ont suivi FTRA 648 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
598|FRAA|Étude avancée d’un sujet particulier (3 crédits)|N.B. : Les étudiantes et étudiants qui ont suivi un sujet particulier en FRAN 598 ne peuvent obtenir de crédits pour le même sujet en FRAA 598.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
598|FTRA|Étude avancée d’un sujet particulier (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
559|FTRA|Stage en gestion de projet (6 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
560|FTRA|Stage en gestion de projet I (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
561|FTRA|Stage en gestion de projet II (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
598|FTRA|Étude avancée d’un sujet particulier / Special Topics (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-cert.html
801|HENV|Pedagogical Training (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-cert.html
802|HENV|Experiential Learning (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
805|HENV|Research Proposal Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
810|HENV|Thesis Proposal (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
885|HENV|Comprehensive Exam (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
895|HENV|Research and Thesis (66 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
605|HENV|Advanced Qualitative Research Methods (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
610|HENV|Advanced Quantitative Research Methods (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
625|HENV|Sustainable Resource Management (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
630|HENV|Theories of Society and Space (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
635|HENV|Spatial Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
640|HENV|(Re)shaping the City (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
645|HENV|Behaviour and the Urban Environment (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
650|HENV|The Political-Economy of the City (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
655|HENV|Environmental Modelling (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
665|HENV|Special Topics Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
670|HENV|Environmental Governance (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
675|HENV|Community-Based Conservation (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
680|HENV|Advanced Seminar in Environmental Science (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
601|ENVS|EA: Concepts, Principles and Practice (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-phd.html
668|ENVS|Indigenous Peoples and Environmental Assessment (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
618|BIOL|Ecology for Environmentalists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
659|ECON|Economics for Environmentalists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
604|ENVS|Environmental Law and Policy (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
605|ENVS|Environmental Standards (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
620|ENVS|Advanced Topics in Environmental Assessment (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
610|HENV|Advanced Quantitative Research Methods (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
625|HENV|Sustainable Resource Management (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/geog-dip.html
810|HEXS|Advanced Topics in Health and Exercise Science: Physiology Module (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
811|HEXS|Advanced Topics in Health and Exercise Science: Intervention Module (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
812|HEXS|Advanced Topics in Health and Exercise Science: Population Health Module (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
820|HEXS|Special Topics in Health and Exercise Science (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
850|HEXS|Comprehensive Exam in Health and Exercise Science (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
851|HEXS|Research Proposal in Health and Exercise Science (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
890|HEXS|Research and Thesis in Health and Exercise Science (69 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-phd.html
670|EXCI|Thesis (33 credits)|Prerequisite: EXCI 626.Students are required to demonstrate their ability to carry out independent research which reflects a scientific approach. In addition to a written final thesis, a public oral examination is conducted to test the student's ability to defend the thesis.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-msc.html
680|EXCI|Thesis (Athletic Therapy) (33 credits)|Prerequisite: EXCI 626. Students are required to demonstrate their ability to carry out independent research which reflects a scientific approach. In addition to a written final thesis, a public oral examination is conducted to test the student's ability to defend the thesis.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-msc.html
698|EXCI|Selected Topics in Exercise Science (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-msc.html
877|HIST|Comprehensive Minor Field Tutorial (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/exci-msc.html
